source,target,weight,type,label,relationship,strength
potential,figure,128.03456115722656,term-term,related_to (71),inter_category,71.0
potential,electrode,157.3610076904297,term-term,related_to (82),inter_category,82.0
potential,stress,84.70712280273438,term-term,related_to (44),inter_category,44.0
potential,energy,149.9656524658203,term-term,related_to (81),inter_category,81.0
potential,materials,134.54689025878906,term-term,related_to (79),inter_category,79.0
potential,battery,150.73060607910156,term-term,related_to (81),inter_category,81.0
potential,batteries,151.50173950195312,term-term,related_to (82),inter_category,82.0
potential,charge,147.31692504882812,term-term,related_to (80),inter_category,80.0
potential,cathode,121.1801528930664,term-term,related_to (63),inter_category,63.0
potential,state,148.1046142578125,term-term,related_to (80),inter_category,80.0
potential,cycling,152.0805206298828,term-term,related_to (79),inter_category,79.0
potential,chemical,144.6202392578125,term-term,co-occurs_with (78),intra_category,78.0
potential,approximately,82.84970092773438,term-term,related_to (46),inter_category,46.0
potential,experimental,140.91209411621094,term-term,related_to (78),inter_category,78.0
potential,cells,134.70053100585938,term-term,related_to (74),inter_category,74.0
potential,electrolyte,151.60113525390625,term-term,related_to (82),inter_category,82.0
potential,volume,116.46895599365234,term-term,co-occurs_with (64),intra_category,64.0
potential,respectively,123.35286712646484,term-term,related_to (69),inter_category,69.0
potential,power sources,130.7763671875,term-term,related_to (73),inter_category,73.0
potential,conditions,136.780029296875,term-term,related_to (76),inter_category,76.0
potential,experiments,119.71894073486328,term-term,related_to (66),inter_category,66.0
potential,wang,138.16249084472656,term-term,related_to (78),inter_category,78.0
potential,chem,121.3072509765625,term-term,related_to (70),inter_category,70.0
potential,data,133.5309600830078,term-term,related_to (76),inter_category,76.0
potential,journal,78.61843872070312,term-term,co-occurs_with (44),intra_category,44.0
potential,discharge,127.70320892333984,term-term,co-occurs_with (69),intra_category,69.0
potential,film,80.82427978515625,term-term,co-occurs_with (43),intra_category,43.0
potential,voltage,137.31690979003906,term-term,related_to (74),inter_category,74.0
potential,determine,83.6722640991211,term-term,related_to (46),inter_category,46.0
potential,diffusion,98.18711853027344,term-term,related_to (51),inter_category,51.0
potential,mater,102.55223846435547,term-term,related_to (59),inter_category,59.0
potential,containing,72.87958526611328,term-term,related_to (40),inter_category,40.0
potential,performed,119.52713012695312,term-term,related_to (67),inter_category,67.0
potential,elemental,37.59886932373047,term-term,related_to (21),inter_category,21.0
potential,figures,60.594268798828125,term-term,related_to (34),inter_category,34.0
particle,cycles,109.78814697265625,term-term,related_to (56),inter_category,56.0
particle,graphite,85.32957458496094,term-term,co-occurs_with (45),intra_category,45.0
particle,results,104.5512924194336,term-term,related_to (59),inter_category,59.0
particle,electrochemical,115.2130355834961,term-term,related_to (60),inter_category,60.0
particle,shown,113.48735046386719,term-term,co-occurs_with (61),intra_category,61.0
particle,cycle,104.6099624633789,term-term,related_to (54),inter_category,54.0
particle,current,111.55105590820312,term-term,related_to (59),inter_category,59.0
particle,phase,98.96240997314453,term-term,related_to (53),inter_category,53.0
particle,reference,85.03384399414062,term-term,related_to (47),inter_category,47.0
particle,study,108.99101257324219,term-term,related_to (61),inter_category,61.0
particle,surface,117.62592315673828,term-term,related_to (60),inter_category,60.0
particle,solid,111.87751770019531,term-term,related_to (59),inter_category,59.0
particle,chen,95.53105163574219,term-term,related_to (52),inter_category,52.0
particle,cell,107.26822662353516,term-term,related_to (57),inter_category,57.0
particle,lithium,119.63327026367188,term-term,related_to (61),inter_category,61.0
particle,material,100.27584838867188,term-term,related_to (57),inter_category,57.0
particle,capacity,117.61549377441406,term-term,related_to (60),inter_category,60.0
particle,zhang,102.73872375488281,term-term,related_to (58),inter_category,58.0
particle,evolution,96.24400329589844,term-term,related_to (51),inter_category,51.0
particle,temperature,102.25786590576172,term-term,co-occurs_with (54),intra_category,54.0
particle,figure,101.2230453491211,term-term,related_to (55),inter_category,55.0
particle,electrode,119.32527160644531,term-term,related_to (61),inter_category,61.0
particle,stress,66.71742248535156,term-term,related_to (34),inter_category,34.0
particle,energy,115.20114135742188,term-term,related_to (61),inter_category,61.0
particle,materials,102.6741943359375,term-term,related_to (59),inter_category,59.0
particle,battery,115.77720642089844,term-term,related_to (61),inter_category,61.0
particle,batteries,114.96654510498047,term-term,related_to (61),inter_category,61.0
particle,charge,110.83604431152344,term-term,related_to (59),inter_category,59.0
particle,cathode,92.14866638183594,term-term,related_to (47),inter_category,47.0
particle,state,113.30538177490234,term-term,related_to (60),inter_category,60.0
particle,cycling,115.76893615722656,term-term,related_to (59),inter_category,59.0
particle,chemical,111.58203125,term-term,co-occurs_with (59),intra_category,59.0
particle,approximately,68.01324462890625,term-term,related_to (37),inter_category,37.0
particle,experimental,105.08980560302734,term-term,related_to (57),inter_category,57.0
particle,cells,102.15660858154297,term-term,related_to (55),inter_category,55.0
particle,electrolyte,115.04048919677734,term-term,related_to (61),inter_category,61.0
particle,volume,102.13185119628906,term-term,co-occurs_with (55),intra_category,55.0
particle,respectively,93.0667495727539,term-term,related_to (51),inter_category,51.0
particle,power sources,98.742919921875,term-term,related_to (54),inter_category,54.0
particle,conditions,102.86373901367188,term-term,related_to (56),inter_category,56.0
particle,experiments,94.4029769897461,term-term,related_to (51),inter_category,51.0
particle,wang,104.88890075683594,term-term,related_to (58),inter_category,58.0
particle,chem,88.50379943847656,term-term,related_to (50),inter_category,50.0
particle,data,102.2637939453125,term-term,related_to (57),inter_category,57.0
particle,journal,65.66033172607422,term-term,co-occurs_with (36),intra_category,36.0
particle,discharge,96.28221893310547,term-term,co-occurs_with (51),intra_category,51.0
particle,film,65.16948699951172,term-term,co-occurs_with (34),intra_category,34.0
particle,voltage,102.20845794677734,term-term,related_to (54),inter_category,54.0
particle,determine,61.25056076049805,term-term,related_to (33),inter_category,33.0
particle,diffusion,78.4941177368164,term-term,related_to (40),inter_category,40.0
particle,mater,74.5621337890625,term-term,related_to (42),inter_category,42.0
particle,containing,55.77315139770508,term-term,related_to (30),inter_category,30.0
particle,performed,91.05512237548828,term-term,related_to (50),inter_category,50.0
particle,figures,49.12109375,term-term,related_to (27),inter_category,27.0
particle,elemental,21.93045425415039,term-term,related_to (12),inter_category,12.0
discharge,cycles,128.77276611328125,term-term,related_to (67),inter_category,67.0
discharge,graphite,92.88459777832031,term-term,co-occurs_with (50),intra_category,50.0
discharge,results,119.61389923095703,term-term,related_to (69),inter_category,69.0
discharge,electrochemical,133.60043334960938,term-term,related_to (71),inter_category,71.0
discharge,shown,131.17877197265625,term-term,co-occurs_with (72),intra_category,72.0
discharge,cycle,125.31423950195312,term-term,related_to (66),inter_category,66.0
discharge,current,129.65223693847656,term-term,related_to (70),inter_category,70.0
discharge,phase,115.2077407836914,term-term,related_to (63),inter_category,63.0
discharge,reference,99.15974426269531,term-term,related_to (56),inter_category,56.0
discharge,study,122.37519073486328,term-term,related_to (70),inter_category,70.0
discharge,surface,134.53378295898438,term-term,related_to (70),inter_category,70.0
discharge,solid,130.03958129882812,term-term,related_to (70),inter_category,70.0
discharge,chen,109.71549224853516,term-term,related_to (61),inter_category,61.0
discharge,cell,125.34969329833984,term-term,related_to (68),inter_category,68.0
discharge,lithium,138.4329833984375,term-term,related_to (72),inter_category,72.0
discharge,material,117.00790405273438,term-term,related_to (68),inter_category,68.0
discharge,capacity,136.44334411621094,term-term,related_to (71),inter_category,71.0
discharge,zhang,116.10002899169922,term-term,related_to (67),inter_category,67.0
discharge,evolution,103.52251434326172,term-term,related_to (56),inter_category,56.0
discharge,temperature,118.72917175292969,term-term,co-occurs_with (64),intra_category,64.0
discharge,figure,109.91577911376953,term-term,related_to (61),inter_category,61.0
discharge,electrode,138.06942749023438,term-term,related_to (72),inter_category,72.0
discharge,stress,65.40771484375,term-term,related_to (34),inter_category,34.0
discharge,energy,131.35157775878906,term-term,related_to (71),inter_category,71.0
discharge,materials,119.12036895751953,term-term,related_to (70),inter_category,70.0
discharge,battery,132.0220947265625,term-term,related_to (71),inter_category,71.0
discharge,batteries,132.92471313476562,term-term,related_to (72),inter_category,72.0
discharge,charge,2.0,hierarchical,is_part_of,inter_category,2.0
discharge,cathode,109.55906677246094,term-term,related_to (57),inter_category,57.0
discharge,state,129.49314880371094,term-term,related_to (70),inter_category,70.0
discharge,cycling,132.7328338623047,term-term,related_to (69),inter_category,69.0
discharge,chemical,127.83629608154297,term-term,co-occurs_with (69),intra_category,69.0
discharge,approximately,62.988616943359375,term-term,related_to (35),inter_category,35.0
discharge,experimental,120.94570922851562,term-term,related_to (67),inter_category,67.0
discharge,cells,120.04554748535156,term-term,related_to (66),inter_category,66.0
discharge,electrolyte,133.01199340820312,term-term,related_to (72),inter_category,72.0
discharge,volume,100.01319885253906,term-term,co-occurs_with (55),intra_category,55.0
discharge,respectively,114.32429504394531,term-term,related_to (64),inter_category,64.0
discharge,power sources,110.98320770263672,term-term,related_to (62),inter_category,62.0
discharge,conditions,116.89155578613281,term-term,related_to (65),inter_category,65.0
discharge,experiments,101.50099182128906,term-term,related_to (56),inter_category,56.0
discharge,wang,120.35377502441406,term-term,related_to (68),inter_category,68.0
discharge,chem,109.08797454833984,term-term,related_to (63),inter_category,63.0
discharge,data,114.11274719238281,term-term,related_to (65),inter_category,65.0
discharge,journal,67.84432983398438,term-term,co-occurs_with (38),intra_category,38.0
discharge,film,71.37269592285156,term-term,co-occurs_with (38),intra_category,38.0
discharge,voltage,118.67060852050781,term-term,related_to (64),inter_category,64.0
discharge,determine,70.88470458984375,term-term,related_to (39),inter_category,39.0
discharge,diffusion,84.64860534667969,term-term,related_to (44),inter_category,44.0
discharge,mater,92.04869842529297,term-term,related_to (53),inter_category,53.0
discharge,containing,69.18219757080078,term-term,related_to (38),inter_category,38.0
discharge,performed,103.38972473144531,term-term,related_to (58),inter_category,58.0
discharge,figures,56.984920501708984,term-term,related_to (32),inter_category,32.0
discharge,elemental,32.20230484008789,term-term,related_to (18),inter_category,18.0
chemical,cycles,138.6227569580078,term-term,related_to (72),inter_category,72.0
chemical,graphite,107.93952178955078,term-term,co-occurs_with (58),intra_category,58.0
chemical,results,135.47579956054688,term-term,related_to (78),inter_category,78.0
chemical,electrochemical,2.0,hierarchical,is_part_of,inter_category,2.0
chemical,shown,147.84619140625,term-term,co-occurs_with (81),intra_category,81.0
chemical,cycle,138.84854125976562,term-term,related_to (73),inter_category,73.0
chemical,current,146.58523559570312,term-term,related_to (79),inter_category,79.0
chemical,phase,130.07403564453125,term-term,related_to (71),inter_category,71.0
chemical,reference,109.99073791503906,term-term,related_to (62),inter_category,62.0
chemical,study,138.37255859375,term-term,related_to (79),inter_category,79.0
chemical,surface,154.01963806152344,term-term,related_to (80),inter_category,80.0
chemical,solid,147.02235412597656,term-term,related_to (79),inter_category,79.0
chemical,chen,129.74032592773438,term-term,related_to (72),inter_category,72.0
chemical,cell,142.19683837890625,term-term,related_to (77),inter_category,77.0
chemical,lithium,156.00718688964844,term-term,related_to (81),inter_category,81.0
chemical,material,131.02694702148438,term-term,related_to (76),inter_category,76.0
chemical,capacity,152.08065795898438,term-term,related_to (79),inter_category,79.0
chemical,zhang,128.47662353515625,term-term,related_to (74),inter_category,74.0
chemical,evolution,120.37679290771484,term-term,related_to (65),inter_category,65.0
chemical,temperature,133.81039428710938,term-term,co-occurs_with (72),intra_category,72.0
chemical,figure,128.17149353027344,term-term,related_to (71),inter_category,71.0
chemical,electrode,155.59820556640625,term-term,related_to (81),inter_category,81.0
chemical,stress,80.93780517578125,term-term,related_to (42),inter_category,42.0
chemical,energy,148.26852416992188,term-term,related_to (80),inter_category,80.0
chemical,materials,132.99420166015625,term-term,related_to (78),inter_category,78.0
chemical,battery,149.02403259277344,term-term,related_to (80),inter_category,80.0
chemical,batteries,149.8103790283203,term-term,related_to (81),inter_category,81.0
chemical,charge,145.62783813476562,term-term,related_to (79),inter_category,79.0
chemical,cathode,123.22708892822266,term-term,related_to (64),inter_category,64.0
chemical,state,146.4056854248047,term-term,related_to (79),inter_category,79.0
chemical,cycling,150.305908203125,term-term,related_to (78),inter_category,78.0
chemical,approximately,77.5293960571289,term-term,related_to (43),inter_category,43.0
chemical,experimental,135.63706970214844,term-term,related_to (75),inter_category,75.0
chemical,cells,134.84326171875,term-term,related_to (74),inter_category,74.0
chemical,electrolyte,149.9085693359375,term-term,related_to (81),inter_category,81.0
chemical,volume,116.59239196777344,term-term,co-occurs_with (64),intra_category,64.0
chemical,respectively,119.90665435791016,term-term,related_to (67),inter_category,67.0
chemical,power sources,127.33040618896484,term-term,related_to (71),inter_category,71.0
chemical,conditions,135.1249542236328,term-term,related_to (75),inter_category,75.0
chemical,experiments,118.03038787841797,term-term,related_to (65),inter_category,65.0
chemical,wang,136.53968811035156,term-term,related_to (77),inter_category,77.0
chemical,chem,2.0,hierarchical,is_part_of,inter_category,2.0
chemical,data,130.15972900390625,term-term,related_to (74),inter_category,74.0
chemical,journal,78.70330810546875,term-term,co-occurs_with (44),intra_category,44.0
chemical,film,79.02565002441406,term-term,co-occurs_with (42),intra_category,42.0
chemical,voltage,133.7445068359375,term-term,related_to (72),inter_category,72.0
chemical,determine,81.94009399414062,term-term,related_to (45),inter_category,45.0
chemical,diffusion,98.28548431396484,term-term,related_to (51),inter_category,51.0
chemical,mater,102.6660385131836,term-term,related_to (59),inter_category,59.0
chemical,containing,76.60456848144531,term-term,related_to (42),inter_category,42.0
chemical,performed,117.87044525146484,term-term,related_to (66),inter_category,66.0
chemical,elemental,37.639373779296875,term-term,related_to (21),inter_category,21.0
chemical,figures,58.875732421875,term-term,related_to (33),inter_category,33.0
shown,cycles,143.9853057861328,term-term,related_to (76),inter_category,76.0
shown,graphite,111.64546966552734,term-term,co-occurs_with (61),intra_category,61.0
shown,results,139.89993286132812,term-term,related_to (82),inter_category,82.0
shown,electrochemical,155.75767517089844,term-term,related_to (84),inter_category,84.0
shown,cycle,144.0872039794922,term-term,related_to (77),inter_category,77.0
shown,current,151.45314025878906,term-term,related_to (83),inter_category,83.0
shown,phase,133.29295349121094,term-term,related_to (74),inter_category,74.0
shown,reference,115.05592346191406,term-term,related_to (66),inter_category,66.0
shown,study,142.8246307373047,term-term,related_to (83),inter_category,83.0
shown,surface,157.24124145507812,term-term,related_to (83),inter_category,83.0
shown,solid,151.9123992919922,term-term,related_to (83),inter_category,83.0
shown,chen,127.52469635009766,term-term,related_to (72),inter_category,72.0
shown,cell,147.0911102294922,term-term,related_to (81),inter_category,81.0
shown,lithium,161.09556579589844,term-term,related_to (85),inter_category,85.0
shown,material,135.46128845214844,term-term,related_to (80),inter_category,80.0
shown,capacity,157.22682189941406,term-term,related_to (83),inter_category,83.0
shown,zhang,133.02105712890625,term-term,related_to (78),inter_category,78.0
shown,evolution,122.01892852783203,term-term,related_to (67),inter_category,67.0
shown,temperature,137.077880859375,term-term,co-occurs_with (75),intra_category,75.0
shown,figure,131.31002807617188,term-term,related_to (74),inter_category,74.0
shown,electrode,160.6663818359375,term-term,related_to (85),inter_category,85.0
shown,stress,85.33430480957031,term-term,related_to (45),inter_category,45.0
shown,energy,153.09706115722656,term-term,related_to (84),inter_category,84.0
shown,materials,137.29107666015625,term-term,related_to (82),inter_category,82.0
shown,battery,153.8903350830078,term-term,related_to (84),inter_category,84.0
shown,batteries,154.59274291992188,term-term,related_to (85),inter_category,85.0
shown,charge,150.44728088378906,term-term,related_to (83),inter_category,83.0
shown,cathode,123.15229797363281,term-term,related_to (65),inter_category,65.0
shown,state,151.26449584960938,term-term,related_to (83),inter_category,83.0
shown,cycling,155.49053955078125,term-term,related_to (82),inter_category,82.0
shown,approximately,81.52288055419922,term-term,related_to (46),inter_category,46.0
shown,experimental,140.44000244140625,term-term,related_to (79),inter_category,79.0
shown,cells,137.94039916992188,term-term,related_to (77),inter_category,77.0
shown,electrolyte,154.69578552246094,term-term,related_to (85),inter_category,85.0
shown,volume,119.99589538574219,term-term,co-occurs_with (67),intra_category,67.0
shown,respectively,124.88040161132812,term-term,related_to (71),inter_category,71.0
shown,power sources,132.1959991455078,term-term,related_to (75),inter_category,75.0
shown,conditions,138.1296844482422,term-term,related_to (78),inter_category,78.0
shown,experiments,121.38540649414062,term-term,related_to (68),inter_category,68.0
shown,wang,141.14007568359375,term-term,related_to (81),inter_category,81.0
shown,chem,124.40052795410156,term-term,related_to (73),inter_category,73.0
shown,data,134.7951202392578,term-term,related_to (78),inter_category,78.0
shown,journal,80.86518859863281,term-term,co-occurs_with (46),intra_category,46.0
shown,film,83.28557586669922,term-term,co-occurs_with (45),intra_category,45.0
shown,voltage,137.00924682617188,term-term,related_to (75),inter_category,75.0
shown,determine,84.13555908203125,term-term,related_to (47),inter_category,47.0
shown,diffusion,98.61247253417969,term-term,related_to (52),inter_category,52.0
shown,mater,104.26910400390625,term-term,related_to (61),inter_category,61.0
shown,containing,77.10527038574219,term-term,related_to (43),inter_category,43.0
shown,performed,121.1048812866211,term-term,related_to (69),inter_category,69.0
shown,elemental,38.754730224609375,term-term,related_to (22),inter_category,22.0
shown,figures,61.36691665649414,term-term,related_to (35),inter_category,35.0
journal,cycles,76.17771911621094,term-term,related_to (41),inter_category,41.0
journal,graphite,60.98591613769531,term-term,co-occurs_with (34),intra_category,34.0
journal,results,71.79049682617188,term-term,related_to (43),inter_category,43.0
journal,electrochemical,81.7968521118164,term-term,related_to (45),inter_category,45.0
journal,cycle,77.05790710449219,term-term,related_to (42),inter_category,42.0
journal,current,80.46839141845703,term-term,related_to (45),inter_category,45.0
journal,phase,70.5882339477539,term-term,related_to (40),inter_category,40.0
journal,reference,56.32180404663086,term-term,related_to (33),inter_category,33.0
journal,study,75.790283203125,term-term,related_to (45),inter_category,45.0
journal,surface,83.60652160644531,term-term,related_to (45),inter_category,45.0
journal,solid,78.92366790771484,term-term,related_to (44),inter_category,44.0
journal,chen,64.18116760253906,term-term,related_to (37),inter_category,37.0
journal,cell,76.51374053955078,term-term,related_to (43),inter_category,43.0
journal,lithium,85.49982452392578,term-term,related_to (46),inter_category,46.0
journal,material,71.23878479003906,term-term,related_to (43),inter_category,43.0
journal,capacity,81.7409439086914,term-term,related_to (44),inter_category,44.0
journal,zhang,70.09160614013672,term-term,related_to (42),inter_category,42.0
journal,evolution,60.67734909057617,term-term,related_to (34),inter_category,34.0
journal,temperature,75.22850036621094,term-term,co-occurs_with (42),intra_category,42.0
journal,figure,69.5163803100586,term-term,related_to (40),inter_category,40.0
journal,electrode,85.2675552368164,term-term,related_to (46),inter_category,46.0
journal,stress,46.49419021606445,term-term,related_to (25),inter_category,25.0
journal,energy,80.37152099609375,term-term,related_to (45),inter_category,45.0
journal,materials,72.06016540527344,term-term,related_to (44),inter_category,44.0
journal,battery,80.79649353027344,term-term,related_to (45),inter_category,45.0
journal,batteries,81.98065185546875,term-term,related_to (46),inter_category,46.0
journal,charge,79.92303466796875,term-term,related_to (45),inter_category,45.0
journal,cathode,68.74971771240234,term-term,related_to (37),inter_category,37.0
journal,state,78.5802001953125,term-term,related_to (44),inter_category,44.0
journal,cycling,81.82573699951172,term-term,related_to (44),inter_category,44.0
journal,approximately,43.39215850830078,term-term,related_to (25),inter_category,25.0
journal,experimental,73.12919616699219,term-term,related_to (42),inter_category,42.0
journal,cells,70.1953353881836,term-term,related_to (40),inter_category,40.0
journal,electrolyte,82.03641510009766,term-term,related_to (46),inter_category,46.0
journal,volume,64.91403198242188,term-term,co-occurs_with (37),intra_category,37.0
journal,respectively,62.00382995605469,term-term,related_to (36),inter_category,36.0
journal,power sources,74.22071838378906,term-term,related_to (43),inter_category,43.0
journal,conditions,74.5767593383789,term-term,related_to (43),inter_category,43.0
journal,experiments,66.4441146850586,term-term,related_to (38),inter_category,38.0
journal,wang,73.35456085205078,term-term,related_to (43),inter_category,43.0
journal,chem,56.697265625,term-term,related_to (34),inter_category,34.0
journal,data,74.43006134033203,term-term,related_to (44),inter_category,44.0
journal,film,38.09904861450195,term-term,co-occurs_with (21),intra_category,21.0
journal,containing,35.13191223144531,term-term,related_to (20),inter_category,20.0
journal,voltage,71.60958862304688,term-term,related_to (40),inter_category,40.0
journal,performed,60.1507568359375,term-term,related_to (35),inter_category,35.0
journal,diffusion,52.075618743896484,term-term,related_to (28),inter_category,28.0
journal,determine,47.34634017944336,term-term,related_to (27),inter_category,27.0
journal,mater,38.47392654418945,term-term,related_to (23),inter_category,23.0
journal,figures,30.902223587036133,term-term,related_to (18),inter_category,18.0
journal,elemental,12.07519817352295,term-term,related_to (7),inter_category,7.0
film,cycles,85.83717346191406,term-term,related_to (44),inter_category,44.0
film,graphite,62.256317138671875,term-term,co-occurs_with (33),intra_category,33.0
film,results,77.5455093383789,term-term,related_to (44),inter_category,44.0
film,electrochemical,85.97517395019531,term-term,related_to (45),inter_category,45.0
film,cycle,86.74036407470703,term-term,related_to (45),inter_category,45.0
film,current,84.64671325683594,term-term,related_to (45),inter_category,45.0
film,phase,74.30229949951172,term-term,related_to (40),inter_category,40.0
film,reference,59.38590621948242,term-term,related_to (33),inter_category,33.0
film,study,79.9686050415039,term-term,related_to (45),inter_category,45.0
film,surface,87.78484344482422,term-term,related_to (45),inter_category,45.0
film,solid,83.00914001464844,term-term,related_to (44),inter_category,44.0
film,chen,67.6166763305664,term-term,related_to (37),inter_category,37.0
film,cell,80.50636291503906,term-term,related_to (43),inter_category,43.0
film,lithium,87.8194580078125,term-term,related_to (45),inter_category,45.0
film,material,75.23140716552734,term-term,related_to (43),inter_category,43.0
film,capacity,87.77701568603516,term-term,related_to (45),inter_category,45.0
film,zhang,75.7530746459961,term-term,related_to (43),inter_category,43.0
film,evolution,69.46674346923828,term-term,related_to (37),inter_category,37.0
film,temperature,69.70823669433594,term-term,co-occurs_with (37),intra_category,37.0
film,figure,75.06121063232422,term-term,related_to (41),inter_category,41.0
film,electrode,87.59223937988281,term-term,related_to (45),inter_category,45.0
film,stress,44.91024398803711,term-term,related_to (23),inter_category,23.0
film,energy,84.54984283447266,term-term,related_to (45),inter_category,45.0
film,materials,76.14563751220703,term-term,related_to (44),inter_category,44.0
film,battery,83.08648681640625,term-term,related_to (44),inter_category,44.0
film,batteries,84.37678527832031,term-term,related_to (45),inter_category,45.0
film,charge,84.10136413574219,term-term,related_to (45),inter_category,45.0
film,cathode,66.33236694335938,term-term,related_to (34),inter_category,34.0
film,state,82.6656723022461,term-term,related_to (44),inter_category,44.0
film,cycling,87.86373901367188,term-term,related_to (45),inter_category,45.0
film,approximately,49.37052536010742,term-term,related_to (27),inter_category,27.0
film,experimental,77.02896881103516,term-term,related_to (42),inter_category,42.0
film,cells,77.60487365722656,term-term,related_to (42),inter_category,42.0
film,electrolyte,84.43133544921875,term-term,related_to (45),inter_category,45.0
film,volume,72.04411315917969,term-term,co-occurs_with (39),intra_category,39.0
film,respectively,72.60720825195312,term-term,related_to (40),inter_category,40.0
film,power sources,70.93767547607422,term-term,related_to (39),inter_category,39.0
film,conditions,73.0877914428711,term-term,related_to (40),inter_category,40.0
film,experiments,62.60695266723633,term-term,related_to (34),inter_category,34.0
film,wang,80.9447250366211,term-term,related_to (45),inter_category,45.0
film,chem,66.8958969116211,term-term,related_to (38),inter_category,38.0
film,data,78.51553344726562,term-term,related_to (44),inter_category,44.0
film,voltage,77.20674896240234,term-term,related_to (41),inter_category,41.0
