source,target,weight,type,label,relationship,strength
lithium,mechanical,100.0,term-term,related_to (100),inter_category,100.0
lithium,diffusion,108.0,term-term,co-occurs_with (108),intra_category,108.0
lithium,current,30.0,term-term,co-occurs_with (30),intra_category,30.0
lithium,volume,29.0,term-term,co-occurs_with (29),intra_category,29.0
lithium,density,36.0,term-term,co-occurs_with (36),intra_category,36.0
lithium,stress,97.0,term-term,related_to (97),inter_category,97.0
lithium,material,84.0,term-term,related_to (84),inter_category,84.0
lithium,surface,43.0,term-term,related_to (43),inter_category,43.0
lithium,strain,28.0,term-term,co-occurs_with (28),intra_category,28.0
lithium,reference,12.0,term-term,related_to (12),inter_category,12.0
lithium,rate,28.0,term-term,related_to (28),inter_category,28.0
lithium,cycles,19.0,term-term,related_to (19),inter_category,19.0
lithium,study,28.0,term-term,related_to (28),inter_category,28.0
lithium,discharge,31.0,term-term,co-occurs_with (31),intra_category,31.0
lithium,cycling,28.0,term-term,related_to (28),inter_category,28.0
lithium,conditions,11.0,term-term,related_to (11),inter_category,11.0
lithium,results,18.0,term-term,related_to (18),inter_category,18.0
lithium,cracks,26.0,term-term,related_to (26),inter_category,26.0
lithium,cells,33.0,term-term,related_to (33),inter_category,33.0
lithium,lithium ion,2.0,hierarchical,is_part_of,inter_category,2.0
lithium,zhang,32.0,term-term,related_to (32),inter_category,32.0
lithium,chem,24.0,term-term,related_to (24),inter_category,24.0
lithium,a. jossen,10.0,term-term,related_to (10),inter_category,10.0
lithium,cathode,61.0,term-term,related_to (61),inter_category,61.0
lithium,electrodes,53.0,term-term,co-occurs_with (53),intra_category,53.0
lithium,mater,20.0,term-term,related_to (20),inter_category,20.0
lithium,solid-state batteries,13.0,term-term,related_to (13),inter_category,13.0
lithium,active,74.0,term-term,co-occurs_with (74),intra_category,74.0
lithium,article,7.0,term-term,related_to (7),inter_category,7.0
lithium,capacity,60.0,term-term,related_to (60),inter_category,60.0
lithium,lithium ions,2.0,hierarchical,is_part_of,inter_category,2.0
diffusion,fatigue,13.0,term-term,related_to (13),inter_category,13.0
diffusion,cracking,12.0,term-term,related_to (12),inter_category,12.0
diffusion,electrode,46.0,term-term,related_to (46),inter_category,46.0
diffusion,battery,31.0,term-term,related_to (31),inter_category,31.0
diffusion,particles,27.0,term-term,related_to (27),inter_category,27.0
diffusion,phase,20.0,term-term,related_to (20),inter_category,20.0
diffusion,electrodes,8.0,term-term,co-occurs_with (8),intra_category,8.0
diffusion,particle,35.0,term-term,related_to (35),inter_category,35.0
diffusion,crack,29.0,term-term,related_to (29),inter_category,29.0
diffusion,rate,11.0,term-term,related_to (11),inter_category,11.0
diffusion,fracture,35.0,term-term,related_to (35),inter_category,35.0
diffusion,batteries,9.0,term-term,related_to (9),inter_category,9.0
diffusion,degradation,11.0,term-term,related_to (11),inter_category,11.0
diffusion,study,6.0,term-term,related_to (6),inter_category,6.0
diffusion,mechanical,13.0,term-term,related_to (13),inter_category,13.0
diffusion,energy,10.0,term-term,related_to (10),inter_category,10.0
diffusion,mechanisms,7.0,term-term,co-occurs_with (7),intra_category,7.0
diffusion,stresses,14.0,term-term,related_to (14),inter_category,14.0
diffusion,materials,10.0,term-term,related_to (10),inter_category,10.0
diffusion,active,20.0,term-term,co-occurs_with (20),intra_category,20.0
diffusion,cracks,7.0,term-term,related_to (7),inter_category,7.0
diffusion,material,14.0,term-term,related_to (14),inter_category,14.0
diffusion,solid,12.0,term-term,related_to (12),inter_category,12.0
diffusion,electrolyte,15.0,term-term,related_to (15),inter_category,15.0
diffusion,current,8.0,term-term,co-occurs_with (8),intra_category,8.0
diffusion,volume,9.0,term-term,co-occurs_with (9),intra_category,9.0
diffusion,density,8.0,term-term,co-occurs_with (8),intra_category,8.0
diffusion,stress,55.0,term-term,related_to (55),inter_category,55.0
diffusion,strain,10.0,term-term,co-occurs_with (10),intra_category,10.0
diffusion,surface,8.0,term-term,related_to (8),inter_category,8.0
diffusion,zhang,5.0,term-term,related_to (5),inter_category,5.0
diffusion,lithium ion,7.0,term-term,related_to (7),inter_category,7.0
diffusion,lithium ions,8.0,term-term,related_to (8),inter_category,8.0
mechanisms,power sources,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,sources,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,fatigue,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,cracking,12.0,term-term,related_to (12),inter_category,12.0
mechanisms,electrode,25.0,term-term,related_to (25),inter_category,25.0
mechanisms,battery,31.0,term-term,related_to (31),inter_category,31.0
mechanisms,particles,14.0,term-term,related_to (14),inter_category,14.0
mechanisms,phase,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,electrodes,13.0,term-term,co-occurs_with (13),intra_category,13.0
mechanisms,particle,11.0,term-term,related_to (11),inter_category,11.0
mechanisms,crack,5.0,term-term,related_to (5),inter_category,5.0
mechanisms,fracture,19.0,term-term,related_to (19),inter_category,19.0
mechanisms,batteries,28.0,term-term,related_to (28),inter_category,28.0
mechanisms,degradation,120.0,term-term,related_to (120),inter_category,120.0
mechanisms,capacity,21.0,term-term,related_to (21),inter_category,21.0
mechanisms,study,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,mechanical,17.0,term-term,related_to (17),inter_category,17.0
mechanisms,energy,10.0,term-term,related_to (10),inter_category,10.0
mechanisms,materials,15.0,term-term,related_to (15),inter_category,15.0
mechanisms,solid,13.0,term-term,related_to (13),inter_category,13.0
mechanisms,electrolyte,17.0,term-term,related_to (17),inter_category,17.0
mechanisms,mater,5.0,term-term,related_to (5),inter_category,5.0
mechanisms,discharge,6.0,term-term,co-occurs_with (6),intra_category,6.0
mechanisms,active,11.0,term-term,co-occurs_with (11),intra_category,11.0
mechanisms,stress,6.0,term-term,related_to (6),inter_category,6.0
mechanisms,material,15.0,term-term,related_to (15),inter_category,15.0
mechanisms,conditions,9.0,term-term,related_to (9),inter_category,9.0
mechanisms,lithium ion,6.0,term-term,related_to (6),inter_category,6.0
mechanisms,current,5.0,term-term,co-occurs_with (5),intra_category,5.0
mechanisms,cathode,8.0,term-term,related_to (8),inter_category,8.0
mechanisms,cells,6.0,term-term,related_to (6),inter_category,6.0
mechanisms,cycling,7.0,term-term,related_to (7),inter_category,7.0
mechanisms,cracks,7.0,term-term,related_to (7),inter_category,7.0
current,cracking,7.0,term-term,related_to (7),inter_category,7.0
current,electrode,31.0,term-term,related_to (31),inter_category,31.0
current,battery,15.0,term-term,related_to (15),inter_category,15.0
current,particles,20.0,term-term,related_to (20),inter_category,20.0
current,phase,9.0,term-term,related_to (9),inter_category,9.0
current,electrodes,7.0,term-term,co-occurs_with (7),intra_category,7.0
current,cycles,10.0,term-term,related_to (10),inter_category,10.0
current,particle,36.0,term-term,related_to (36),inter_category,36.0
current,crack,21.0,term-term,related_to (21),inter_category,21.0
current,rate,36.0,term-term,related_to (36),inter_category,36.0
current,fracture,25.0,term-term,related_to (25),inter_category,25.0
current,batteries,8.0,term-term,related_to (8),inter_category,8.0
current,degradation,14.0,term-term,related_to (14),inter_category,14.0
current,capacity,23.0,term-term,related_to (23),inter_category,23.0
current,study,5.0,term-term,related_to (5),inter_category,5.0
current,mechanical,8.0,term-term,related_to (8),inter_category,8.0
current,energy,14.0,term-term,related_to (14),inter_category,14.0
current,stresses,5.0,term-term,related_to (5),inter_category,5.0
current,materials,7.0,term-term,related_to (7),inter_category,7.0
current,active,16.0,term-term,co-occurs_with (16),intra_category,16.0
current,material,12.0,term-term,related_to (12),inter_category,12.0
current,solid,6.0,term-term,related_to (6),inter_category,6.0
current,electrolyte,22.0,term-term,related_to (22),inter_category,22.0
current,volume,9.0,term-term,co-occurs_with (9),intra_category,9.0
current,density,64.0,term-term,co-occurs_with (64),intra_category,64.0
current,stress,18.0,term-term,related_to (18),inter_category,18.0
current,discharge,13.0,term-term,co-occurs_with (13),intra_category,13.0
current,cycling,14.0,term-term,related_to (14),inter_category,14.0
current,conditions,11.0,term-term,related_to (11),inter_category,11.0
current,cells,5.0,term-term,related_to (5),inter_category,5.0
current,results,8.0,term-term,related_to (8),inter_category,8.0
current,cathode,6.0,term-term,related_to (6),inter_category,6.0
current,surface,10.0,term-term,related_to (10),inter_category,10.0
electrodes,power sources,5.0,term-term,related_to (5),inter_category,5.0
electrodes,sources,5.0,term-term,related_to (5),inter_category,5.0
electrodes,cracking,10.0,term-term,related_to (10),inter_category,10.0
electrodes,electrode,2.0,hierarchical,is_part_of,inter_category,2.0
electrodes,battery,35.0,term-term,related_to (35),inter_category,35.0
electrodes,particles,27.0,term-term,related_to (27),inter_category,27.0
electrodes,phase,12.0,term-term,related_to (12),inter_category,12.0
electrodes,particle,15.0,term-term,related_to (15),inter_category,15.0
electrodes,stress,14.0,term-term,related_to (14),inter_category,14.0
electrodes,cells,7.0,term-term,related_to (7),inter_category,7.0
electrodes,fracture,34.0,term-term,related_to (34),inter_category,34.0
electrodes,rate,12.0,term-term,related_to (12),inter_category,12.0
electrodes,batteries,25.0,term-term,related_to (25),inter_category,25.0
electrodes,zhang,9.0,term-term,related_to (9),inter_category,9.0
electrodes,energy,6.0,term-term,related_to (6),inter_category,6.0
electrodes,mechanical,19.0,term-term,related_to (19),inter_category,19.0
electrodes,solid,13.0,term-term,related_to (13),inter_category,13.0
electrodes,electrolyte,17.0,term-term,related_to (17),inter_category,17.0
electrodes,discharge,6.0,term-term,co-occurs_with (6),intra_category,6.0
electrodes,active,20.0,term-term,co-occurs_with (20),intra_category,20.0
electrodes,material,16.0,term-term,related_to (16),inter_category,16.0
electrodes,degradation,22.0,term-term,related_to (22),inter_category,22.0
electrodes,volume,9.0,term-term,co-occurs_with (9),intra_category,9.0
electrodes,cycles,7.0,term-term,related_to (7),inter_category,7.0
electrodes,capacity,9.0,term-term,related_to (9),inter_category,9.0
electrodes,cathode,9.0,term-term,related_to (9),inter_category,9.0
electrodes,materials,9.0,term-term,related_to (9),inter_category,9.0
electrodes,surface,5.0,term-term,related_to (5),inter_category,5.0
electrodes,cycling,9.0,term-term,related_to (9),inter_category,9.0
electrodes,crack,11.0,term-term,related_to (11),inter_category,11.0
volume,cracking,10.0,term-term,related_to (10),inter_category,10.0
volume,electrode,42.0,term-term,related_to (42),inter_category,42.0
volume,battery,6.0,term-term,related_to (6),inter_category,6.0
volume,particles,23.0,term-term,related_to (23),inter_category,23.0
volume,phase,12.0,term-term,related_to (12),inter_category,12.0
volume,particle,34.0,term-term,related_to (34),inter_category,34.0
volume,crack,26.0,term-term,related_to (26),inter_category,26.0
volume,rate,6.0,term-term,related_to (6),inter_category,6.0
volume,fracture,20.0,term-term,related_to (20),inter_category,20.0
volume,degradation,8.0,term-term,related_to (8),inter_category,8.0
volume,capacity,14.0,term-term,related_to (14),inter_category,14.0
volume,mechanical,9.0,term-term,related_to (9),inter_category,9.0
volume,energy,9.0,term-term,related_to (9),inter_category,9.0
volume,materials,27.0,term-term,related_to (27),inter_category,27.0
volume,active,31.0,term-term,co-occurs_with (31),intra_category,31.0
volume,cracks,6.0,term-term,related_to (6),inter_category,6.0
volume,material,23.0,term-term,related_to (23),inter_category,23.0
volume,solid,12.0,term-term,related_to (12),inter_category,12.0
volume,electrolyte,16.0,term-term,related_to (16),inter_category,16.0
volume,density,11.0,term-term,co-occurs_with (11),intra_category,11.0
volume,stress,33.0,term-term,related_to (33),inter_category,33.0
volume,discharge,7.0,term-term,co-occurs_with (7),intra_category,7.0
volume,strain,10.0,term-term,co-occurs_with (10),intra_category,10.0
volume,surface,21.0,term-term,related_to (21),inter_category,21.0
volume,cathode,6.0,term-term,related_to (6),inter_category,6.0
volume,cycling,8.0,term-term,related_to (8),inter_category,8.0
volume,article,9.0,term-term,related_to (9),inter_category,9.0
volume,lithium ions,6.0,term-term,related_to (6),inter_category,6.0
strain,cracking,5.0,term-term,related_to (5),inter_category,5.0
strain,electrode,9.0,term-term,related_to (9),inter_category,9.0
strain,battery,10.0,term-term,related_to (10),inter_category,10.0
strain,particles,14.0,term-term,related_to (14),inter_category,14.0
strain,phase,13.0,term-term,related_to (13),inter_category,13.0
strain,particle,17.0,term-term,related_to (17),inter_category,17.0
strain,crack,32.0,term-term,related_to (32),inter_category,32.0
strain,rate,20.0,term-term,related_to (20),inter_category,20.0
strain,fracture,26.0,term-term,related_to (26),inter_category,26.0
strain,degradation,7.0,term-term,related_to (7),inter_category,7.0
strain,mechanical,10.0,term-term,related_to (10),inter_category,10.0
strain,energy,49.0,term-term,related_to (49),inter_category,49.0
strain,stresses,5.0,term-term,related_to (5),inter_category,5.0
strain,materials,8.0,term-term,related_to (8),inter_category,8.0
strain,active,9.0,term-term,co-occurs_with (9),intra_category,9.0
strain,cracks,9.0,term-term,related_to (9),inter_category,9.0
strain,material,17.0,term-term,related_to (17),inter_category,17.0
strain,density,21.0,term-term,co-occurs_with (21),intra_category,21.0
strain,stress,37.0,term-term,related_to (37),inter_category,37.0
strain,surface,8.0,term-term,related_to (8),inter_category,8.0
strain,results,6.0,term-term,related_to (6),inter_category,6.0
strain,reference,5.0,term-term,related_to (5),inter_category,5.0
strain,cathode,6.0,term-term,related_to (6),inter_category,6.0
strain,lithium ions,5.0,term-term,related_to (5),inter_category,5.0
strain,mater,5.0,term-term,related_to (5),inter_category,5.0
discharge,fatigue,14.0,term-term,related_to (14),inter_category,14.0
discharge,cracking,15.0,term-term,related_to (15),inter_category,15.0
discharge,electrode,25.0,term-term,related_to (25),inter_category,25.0
discharge,battery,16.0,term-term,related_to (16),inter_category,16.0
discharge,particles,21.0,term-term,related_to (21),inter_category,21.0
discharge,phase,5.0,term-term,related_to (5),inter_category,5.0
discharge,cycles,53.0,term-term,related_to (53),inter_category,53.0
discharge,particle,30.0,term-term,related_to (30),inter_category,30.0
discharge,crack,22.0,term-term,related_to (22),inter_category,22.0
discharge,rate,18.0,term-term,related_to (18),inter_category,18.0
discharge,fracture,17.0,term-term,related_to (17),inter_category,17.0
discharge,batteries,7.0,term-term,related_to (7),inter_category,7.0
discharge,degradation,13.0,term-term,related_to (13),inter_category,13.0
discharge,capacity,34.0,term-term,related_to (34),inter_category,34.0
discharge,study,8.0,term-term,related_to (8),inter_category,8.0
discharge,mechanical,11.0,term-term,related_to (11),inter_category,11.0
discharge,energy,6.0,term-term,related_to (6),inter_category,6.0
discharge,materials,10.0,term-term,related_to (10),inter_category,10.0
discharge,active,21.0,term-term,co-occurs_with (21),intra_category,21.0
discharge,cracks,8.0,term-term,related_to (8),inter_category,8.0
discharge,material,12.0,term-term,related_to (12),inter_category,12.0
discharge,solid,7.0,term-term,related_to (7),inter_category,7.0
discharge,electrolyte,8.0,term-term,related_to (8),inter_category,8.0
discharge,stress,14.0,term-term,related_to (14),inter_category,14.0
discharge,cycling,15.0,term-term,related_to (15),inter_category,15.0
discharge,surface,6.0,term-term,related_to (6),inter_category,6.0
discharge,conditions,6.0,term-term,related_to (6),inter_category,6.0
discharge,results,9.0,term-term,related_to (9),inter_category,9.0
discharge,cathode,10.0,term-term,related_to (10),inter_category,10.0
discharge,cells,5.0,term-term,related_to (5),inter_category,5.0
active,power sources,5.0,term-term,related_to (5),inter_category,5.0
active,sources,5.0,term-term,related_to (5),inter_category,5.0
active,fatigue,9.0,term-term,related_to (9),inter_category,9.0
active,cracking,31.0,term-term,related_to (31),inter_category,31.0
active,electrode,62.0,term-term,related_to (62),inter_category,62.0
active,battery,26.0,term-term,related_to (26),inter_category,26.0
active,particles,81.0,term-term,related_to (81),inter_category,81.0
active,phase,20.0,term-term,related_to (20),inter_category,20.0
active,cycles,11.0,term-term,related_to (11),inter_category,11.0
active,particle,102.0,term-term,related_to (102),inter_category,102.0
active,crack,35.0,term-term,related_to (35),inter_category,35.0
active,rate,16.0,term-term,related_to (16),inter_category,16.0
active,fracture,63.0,term-term,related_to (63),inter_category,63.0
active,batteries,15.0,term-term,related_to (15),inter_category,15.0
active,degradation,22.0,term-term,related_to (22),inter_category,22.0
active,capacity,26.0,term-term,related_to (26),inter_category,26.0
active,study,10.0,term-term,related_to (10),inter_category,10.0
active,mechanical,31.0,term-term,related_to (31),inter_category,31.0
active,energy,10.0,term-term,related_to (10),inter_category,10.0
active,stresses,5.0,term-term,related_to (5),inter_category,5.0
active,materials,60.0,term-term,related_to (60),inter_category,60.0
active,cracks,27.0,term-term,related_to (27),inter_category,27.0
active,material,191.0,term-term,related_to (191),inter_category,191.0
active,density,11.0,term-term,co-occurs_with (11),intra_category,11.0
active,stress,47.0,term-term,related_to (47),inter_category,47.0
active,solid,30.0,term-term,related_to (30),inter_category,30.0
active,cathode,21.0,term-term,related_to (21),inter_category,21.0
active,electrolyte,51.0,term-term,related_to (51),inter_category,51.0
active,lithium ion,9.0,term-term,related_to (9),inter_category,9.0
active,surface,41.0,term-term,related_to (41),inter_category,41.0
active,conditions,5.0,term-term,related_to (5),inter_category,5.0
active,cycling,16.0,term-term,related_to (16),inter_category,16.0
active,results,11.0,term-term,related_to (11),inter_category,11.0
active,lithium ions,10.0,term-term,related_to (10),inter_category,10.0
density,cracking,6.0,term-term,related_to (6),inter_category,6.0
density,electrode,17.0,term-term,related_to (17),inter_category,17.0
density,particles,9.0,term-term,related_to (9),inter_category,9.0
density,phase,9.0,term-term,related_to (9),inter_category,9.0
density,particle,22.0,term-term,related_to (22),inter_category,22.0
density,crack,29.0,term-term,related_to (29),inter_category,29.0
density,rate,19.0,term-term,related_to (19),inter_category,19.0
density,fracture,18.0,term-term,related_to (18),inter_category,18.0
density,batteries,16.0,term-term,related_to (16),inter_category,16.0
density,degradation,8.0,term-term,related_to (8),inter_category,8.0
density,capacity,13.0,term-term,related_to (13),inter_category,13.0
density,mechanical,7.0,term-term,related_to (7),inter_category,7.0
density,energy,62.0,term-term,related_to (62),inter_category,62.0
density,materials,10.0,term-term,related_to (10),inter_category,10.0
density,cracks,6.0,term-term,related_to (6),inter_category,6.0
density,material,15.0,term-term,related_to (15),inter_category,15.0
density,solid,11.0,term-term,related_to (11),inter_category,11.0
density,electrolyte,13.0,term-term,related_to (13),inter_category,13.0
density,stress,10.0,term-term,related_to (10),inter_category,10.0
density,cathode,7.0,term-term,related_to (7),inter_category,7.0
density,surface,14.0,term-term,related_to (14),inter_category,14.0
density,cycling,8.0,term-term,related_to (8),inter_category,8.0
stress,power sources,5.0,term-term,co-occurs_with (5),intra_category,5.0
stress,sources,5.0,term-term,related_to (5),inter_category,5.0
stress,fatigue,18.0,term-term,co-occurs_with (18),intra_category,18.0
stress,cracking,25.0,term-term,related_to (25),inter_category,25.0
stress,electrode,64.0,term-term,related_to (64),inter_category,64.0
stress,battery,33.0,term-term,related_to (33),inter_category,33.0
stress,particles,54.0,term-term,related_to (54),inter_category,54.0
stress,phase,30.0,term-term,related_to (30),inter_category,30.0
stress,cycles,5.0,term-term,related_to (5),inter_category,5.0
stress,particle,67.0,term-term,related_to (67),inter_category,67.0
stress,crack,102.0,term-term,related_to (102),inter_category,102.0
stress,rate,20.0,term-term,related_to (20),inter_category,20.0
stress,fracture,57.0,term-term,related_to (57),inter_category,57.0
stress,batteries,22.0,term-term,related_to (22),inter_category,22.0
stress,degradation,25.0,term-term,related_to (25),inter_category,25.0
stress,capacity,13.0,term-term,related_to (13),inter_category,13.0
stress,study,8.0,term-term,related_to (8),inter_category,8.0
stress,mechanical,57.0,term-term,related_to (57),inter_category,57.0
stress,energy,16.0,term-term,related_to (16),inter_category,16.0
stress,stresses,2.0,hierarchical,is_part_of,intra_category,2.0
stress,materials,24.0,term-term,related_to (24),inter_category,24.0
stress,cracks,31.0,term-term,related_to (31),inter_category,31.0
stress,material,56.0,term-term,related_to (56),inter_category,56.0
stress,solid,21.0,term-term,related_to (21),inter_category,21.0
stress,electrolyte,19.0,term-term,related_to (19),inter_category,19.0
stress,cells,6.0,term-term,co-occurs_with (6),intra_category,6.0
stress,reference,7.0,term-term,related_to (7),inter_category,7.0
stress,cycling,11.0,term-term,co-occurs_with (11),intra_category,11.0
stress,surface,22.0,term-term,related_to (22),inter_category,22.0
stress,conditions,6.0,term-term,co-occurs_with (6),intra_category,6.0
stress,results,15.0,term-term,related_to (15),inter_category,15.0
stress,zhang,8.0,term-term,related_to (8),inter_category,8.0
stress,cathode,11.0,term-term,related_to (11),inter_category,11.0
stress,lithium ion,10.0,term-term,co-occurs_with (10),intra_category,10.0
stress,lithium ions,11.0,term-term,co-occurs_with (11),intra_category,11.0
cycling,power sources,11.0,term-term,co-occurs_with (11),intra_category,11.0
cycling,sources,11.0,term-term,related_to (11),inter_category,11.0
cycling,cracking,17.0,term-term,related_to (17),inter_category,17.0
cycling,electrode,18.0,term-term,related_to (18),inter_category,18.0
cycling,battery,28.0,term-term,related_to (28),inter_category,28.0
cycling,particles,32.0,term-term,related_to (32),inter_category,32.0
cycling,phase,13.0,term-term,related_to (13),inter_category,13.0
cycling,cycles,23.0,term-term,related_to (23),inter_category,23.0
cycling,particle,42.0,term-term,related_to (42),inter_category,42.0
cycling,crack,17.0,term-term,related_to (17),inter_category,17.0
cycling,rate,37.0,term-term,related_to (37),inter_category,37.0
cycling,fracture,23.0,term-term,related_to (23),inter_category,23.0
cycling,batteries,16.0,term-term,related_to (16),inter_category,16.0
cycling,degradation,27.0,term-term,related_to (27),inter_category,27.0
cycling,capacity,27.0,term-term,related_to (27),inter_category,27.0
cycling,study,7.0,term-term,related_to (7),inter_category,7.0
cycling,mechanical,28.0,term-term,related_to (28),inter_category,28.0
cycling,energy,5.0,term-term,related_to (5),inter_category,5.0
cycling,stresses,6.0,term-term,co-occurs_with (6),intra_category,6.0
cycling,materials,12.0,term-term,related_to (12),inter_category,12.0
cycling,cracks,19.0,term-term,related_to (19),inter_category,19.0
cycling,material,20.0,term-term,related_to (20),inter_category,20.0
cycling,solid,16.0,term-term,related_to (16),inter_category,16.0
cycling,electrolyte,15.0,term-term,related_to (15),inter_category,15.0
cycling,results,8.0,term-term,related_to (8),inter_category,8.0
cycling,cells,16.0,term-term,co-occurs_with (16),intra_category,16.0
cycling,lithium ion,11.0,term-term,co-occurs_with (11),intra_category,11.0
cycling,zhang,5.0,term-term,related_to (5),inter_category,5.0
cycling,surface,9.0,term-term,related_to (9),inter_category,9.0
cycling,cathode,25.0,term-term,related_to (25),inter_category,25.0
cycling,conditions,8.0,term-term,co-occurs_with (8),intra_category,8.0
power sources,sources,2.0,hierarchical,is_part_of,inter_category,2.0
power sources,cracking,6.0,term-term,related_to (6),inter_category,6.0
power sources,electrode,14.0,term-term,related_to (14),inter_category,14.0
power sources,battery,18.0,term-term,related_to (18),inter_category,18.0
power sources,particles,9.0,term-term,related_to (9),inter_category,9.0
power sources,phase,5.0,term-term,related_to (5),inter_category,5.0
power sources,crack,5.0,term-term,related_to (5),inter_category,5.0
power sources,batteries,43.0,term-term,related_to (43),inter_category,43.0
power sources,cells,17.0,term-term,co-occurs_with (17),intra_category,17.0
power sources,lithium ion,23.0,term-term,co-occurs_with (23),intra_category,23.0
power sources,zhang,11.0,term-term,related_to (11),inter_category,11.0
power sources,degradation,23.0,term-term,related_to (23),inter_category,23.0
power sources,mechanical,16.0,term-term,related_to (16),inter_category,16.0
power sources,fracture,17.0,term-term,related_to (17),inter_category,17.0
power sources,solid,11.0,term-term,related_to (11),inter_category,11.0
